N046.51.19.7179992 E001.43.41.2579992 1

N046.51.17.0120016 E001.43.38.8840008 2

N046.51.14.0900004 E001.43.40.3880016 3

N046.51.02.1849984 E001.43.34.2149988 4

N046.51.01.4280012 E001.43.29.7040008 5

N046.50.58.0729992 E001.43.28.2010008 6

N046.50.53.7439992 E001.43.16.5669996 7

N046.50.50.0640 E001.43.13.2440016 8

N046.51.06.7849992 E001.42.51.4810008 X

N046.50.49.7929992 E001.43.17.9919984 X

N046.51.05.5940004 E001.43.43.8700008 X

N046.51.15.2259984 E001.43.51.2299992 X
