COLOR_GrasSurface
N043.37.53.6940012 E001.21.04.6959984
N043.37.53.8889988 E001.21.03.9459996
N043.37.53.7859992 E001.21.03.7599984
N043.37.53.8150008 E001.21.03.6529992
N043.37.54.1149996 E001.21.03.3429996
N043.37.54.4159992 E001.21.03.3909984
N043.37.54.5850012 E001.21.03.6960012
N043.37.55.0830 E001.21.03.1899996
N043.37.55.5340008 E001.21.04.0110012
N043.37.56.0849988 E001.21.03.4419996
N043.37.55.6320 E001.21.02.6169984
N043.37.56.1320004 E001.21.02.1039984
N043.37.55.9589988 E001.21.01.7939988
N043.37.56.0129988 E001.21.01.3709988
N043.37.56.1929988 E001.21.01.1930004
N043.37.56.4440016 E001.21.01.2279996
N043.37.56.6990004 E001.21.01.6989984
N043.37.57.2250 E001.21.01.1469996
N043.37.56.9930016 E001.21.00.7189992
N043.37.57.0450 E001.21.00.3039984
N043.37.57.2239992 E001.21.00.1209996
N043.37.57.4790016 E001.21.00.1590012
N043.37.57.7350012 E001.21.00.6180012
N043.37.58.2600 E001.21.00.0740016
N043.37.58.0270008 E001.20.59.6450004
N043.37.58.0810008 E001.20.59.2350
N043.37.58.1599992 E001.20.59.1519984
N043.37.58.1350008 E001.20.59.1069984
N043.37.58.1679984 E001.20.58.7940
N043.37.57.7790004 E001.20.58.0859988
N043.37.57.4910004 E001.20.58.3820016
N043.37.57.2990016 E001.20.58.0269984
N043.37.57.1839996 E001.20.58.1439984
N043.37.57.1720008 E001.20.58.1219988
N043.37.56.6919984 E001.20.58.6230
N043.37.56.6820012 E001.20.58.6340016


COLOR_HardSurface3
N043.38.07.2899988 E001.20.57.7709988
N043.38.07.4749992 E001.20.57.5819988
N043.38.06.9820008 E001.20.56.6880
N043.38.07.6200 E001.20.56.0240016
N043.38.07.1540016 E001.20.55.1810004
N043.38.05.8660008 E001.20.55.2410016
N043.38.05.6829984 E001.20.55.1709996
N043.38.05.3180016 E001.20.54.5110008
N043.38.04.7349996 E001.20.55.1230008
N043.38.05.1020016 E001.20.55.7900016
N043.38.05.0989992 E001.20.56.0550012
N043.38.04.8440004 E001.20.57.1390008
N043.38.04.3850004 E001.20.57.6200004
N043.38.03.5450016 E001.20.57.6589992
N043.38.03.3569988 E001.20.57.5790
N043.38.02.9919984 E001.20.56.9320008
N043.38.02.4069984 E001.20.57.5379996
N043.38.02.7679992 E001.20.58.1930016
N043.38.02.7719988 E001.20.58.4710008
N043.38.02.5149984 E001.20.59.5640004
N043.38.02.3470008 E001.20.59.7419988
N043.38.02.1059988 E001.20.59.3970
N043.38.00.8390004 E001.20.59.0139996
N043.37.59.8649988 E001.20.59.8490016
N043.37.59.9760012 E001.21.01.6830
N043.38.00.1439988 E001.21.02.0260008
N043.37.59.7920016 E001.21.02.3850
N043.37.59.5149996 E001.21.02.3379984
N043.37.59.3360004 E001.21.02.0300004
N043.37.58.8370008 E001.21.02.5459992
N043.37.58.3809996 E001.21.01.7150004
N043.37.57.8399988 E001.21.02.2809996
N043.37.58.2939984 E001.21.03.1100004
N043.37.57.7809984 E001.21.03.6360
N043.37.57.9650016 E001.21.03.9710016
N043.37.57.9180 E001.21.04.3430004
N043.37.57.7350012 E001.21.04.5320004
N043.37.57.4529988 E001.21.04.4930016
N043.37.57.2760012 E001.21.04.1709996
N043.37.56.7680016 E001.21.04.6919988
N043.37.56.3130012 E001.21.03.8639988
N043.37.55.7670 E001.21.04.4359992
N043.37.56.2199988 E001.21.05.2570008
N043.37.55.7230008 E001.21.05.7729996
N043.37.55.8930 E001.21.06.0779988
N043.37.55.8400008 E001.21.06.5040012
N043.37.55.5440016 E001.21.06.8109984
N043.37.55.4599992 E001.21.06.8130
N043.37.55.3590012 E001.21.06.6309984
N043.37.54.7640004 E001.21.06.6729996
N043.37.54.6840012 E001.21.06.7550004
N043.37.54.2629992 E001.21.05.9919984
N043.37.53.7150 E001.21.06.5549988
N043.37.54.1380 E001.21.07.3270008
N043.37.54.0620004 E001.21.07.4070
N043.37.53.8539996 E001.21.08.2090008
N043.37.53.9630004 E001.21.08.3530008
N043.37.53.9320008 E001.21.08.4759984
N043.37.53.6170008 E001.21.08.8009992
N043.37.53.5360008 E001.21.08.8059996
N043.37.53.4510012 E001.21.08.6199984
N043.37.52.8369996 E001.21.08.6670
N043.37.52.7660004 E001.21.08.7410016
N043.37.52.3449984 E001.21.07.9719984
N043.37.51.8040012 E001.21.08.5449996
N043.37.52.2239988 E001.21.09.3099996
N043.37.52.1460012 E001.21.09.3909996
N043.37.51.9470004 E001.21.10.1779992
N043.37.52.0479984 E001.21.10.3520016
N043.37.52.0209984 E001.21.10.4569992
N043.37.51.7429992 E001.21.10.7460
N043.37.50.7450 E001.21.10.5320016
N043.37.50.4289992 E001.21.09.9569988
N043.37.49.8740016 E001.21.10.5379992
N043.37.50.1890016 E001.21.11.1089988
N043.37.49.9879992 E001.21.11.8959984
N043.37.49.7210016 E001.21.12.1719996
N043.37.48.7120008 E001.21.12.2469984
N043.37.48.1890 E001.21.11.2929984
N043.37.47.6469984 E001.21.11.8689984
N043.37.48.0439992 E001.21.12.5780004
N043.37.47.6590008 E001.21.14.0739984
N043.37.48.1800 E001.21.15.0220008
N043.37.48.7610004 E001.21.14.4219996
N043.37.49.2060 E001.21.15.2380008
N043.37.49.2750012 E001.21.15.1620012
N043.37.50.5200 E001.21.13.8750012
N043.37.50.8850004 E001.21.14.5350
N043.37.54.3100008 E001.21.10.9820016
N043.37.53.8179996 E001.21.10.0699992
N043.37.54.7659984 E001.21.09.0870012
N043.37.55.2510012 E001.21.09.9780012
N043.37.55.3599984 E001.21.09.8690004
N043.37.55.3710 E001.21.09.8780004
N043.37.56.1200016 E001.21.09.1119996
N043.37.56.1110016 E001.21.09.0860004
N043.37.56.2249992 E001.21.08.9700012
N043.37.55.7420016 E001.21.08.0730
N043.37.56.4020004 E001.21.07.3860012
N043.37.56.8959996 E001.21.08.2749996
N043.37.57.0270 E001.21.08.1489996
N043.37.58.5599988 E001.21.06.5679984
N043.37.58.6650 E001.21.06.4360008
N043.37.58.1760012 E001.21.05.5519992
N043.37.58.5030 E001.21.05.2110
N043.37.58.9940004 E001.21.06.0959988
N043.37.59.0980008 E001.21.05.9879988
N043.37.59.1070008 E001.21.05.9979996
N043.38.00.6190008 E001.21.04.4370
N043.38.00.6069984 E001.21.04.4160012
N043.38.00.7509984 E001.21.04.2729984
N043.38.00.3609996 E001.21.03.5600004
N043.38.01.1450004 E001.21.02.7439992
N043.38.01.6379988 E001.21.03.6330012
N043.38.01.7850012 E001.21.03.4800012
N043.38.01.7949984 E001.21.03.4920
N043.38.02.6289996 E001.21.02.6280
N043.38.02.6180016 E001.21.02.6070012
N043.38.02.8100004 E001.21.02.4090012
N043.38.02.3210016 E001.21.01.5249996
N043.38.03.4810008 E001.21.00.3189996
N043.38.03.9729984 E001.21.01.2129984
N043.38.04.1480016 E001.21.01.0299996
N043.38.04.1589996 E001.21.01.0479996
N043.38.04.9650 E001.21.00.2120004
N043.38.04.9560 E001.21.00.1919988
N043.38.05.1380016 E001.21.00.0050004
N043.38.04.6439988 E001.20.59.1079992
N043.38.05.8059996 E001.20.57.9099984
N043.38.06.2990016 E001.20.58.8000012
N043.38.06.4719996 E001.20.58.6190004
N043.38.06.4839984 E001.20.58.6370004
N043.38.07.2999996 E001.20.57.7870008
N043.38.07.2899988 E001.20.57.7709988


COLOR_HardSurface3
N043.37.37.2699984 E001.22.32.3230008
N043.37.37.9729992 E001.22.33.4239996
N043.37.38.1119988 E001.22.33.5190
N043.37.40.9450008 E001.22.30.5680008
N043.37.41.0189988 E001.22.30.3870
N043.37.40.8579996 E001.22.29.2670004
N043.37.40.5599988 E001.22.28.0689996
N043.37.40.3849992 E001.22.27.8680008
N043.37.36.8460012 E001.22.31.5540012
N043.37.37.2699984 E001.22.32.3230008


COLOR_HardSurface3
N043.37.36.0300 E001.21.22.1060016
N043.37.35.8100004 E001.21.21.6479988
N043.37.34.9950 E001.21.22.4970012
N043.37.35.0159988 E001.21.23.4659988
N043.37.34.6770012 E001.21.23.8219992
N043.37.34.7149992 E001.21.23.9230008
N043.37.34.7199996 E001.21.24.1809984
N043.37.35.0259996 E001.21.24.7709988
N043.37.35.4799992 E001.21.24.3010008
N043.37.35.9820012 E001.21.24.5949984
N043.37.36.0429996 E001.21.25.3329984
N043.37.35.5900008 E001.21.25.7940
N043.37.36.0419988 E001.21.26.6379984
N043.37.36.5059992 E001.21.26.1690012
N043.37.37.0819992 E001.21.26.4420
N043.37.37.1319996 E001.21.26.5209984
N043.37.37.9819992 E001.21.25.6539996
N043.37.37.3689984 E001.21.24.5289996
N043.37.36.0300 E001.21.22.1060016


COLOR_HardSurface3
N043.37.23.5250004 E001.21.09.2000016
N043.37.23.5210008 E001.21.09.0740016
N043.37.22.9779984 E001.21.09.1050012
N043.37.22.9800 E001.21.09.2170008
N043.37.21.8790012 E001.21.10.3759992
N043.37.21.8420004 E001.21.10.3790016
N043.37.21.7859988 E001.21.10.3849992
N043.37.21.7390008 E001.21.10.4010012
N043.37.21.6919992 E001.21.10.4439996
N043.37.21.6580008 E001.21.10.4990004
N043.37.21.6410016 E001.21.10.5750
N043.37.21.6369984 E001.21.10.6419996
N043.37.21.6429996 E001.21.10.6859988
N043.37.21.6639984 E001.21.10.7480016
N043.37.21.6990012 E001.21.10.8010008
N043.37.21.7409988 E001.21.10.8330012
N043.37.21.7800012 E001.21.10.8460008
N043.37.21.8240004 E001.21.10.8489996
N043.37.21.8870004 E001.21.10.8429984
N043.37.23.0520 E001.21.11.8910016
N043.37.23.0559996 E001.21.12.0110004
N043.37.23.6300016 E001.21.11.9859984
N043.37.23.6269992 E001.21.11.8800
N043.37.24.2550012 E001.21.11.8460016
N043.37.24.1820004 E001.21.09.1640016
N043.37.23.5250004 E001.21.09.2000016


COLOR_HardSurface3
N043.37.22.8730008 E001.21.05.5249992
N043.37.22.8749988 E001.21.05.6260008
N043.37.21.7819992 E001.21.06.8040
N043.37.21.7200 E001.21.06.8069988
N043.37.21.6689988 E001.21.06.8190012
N043.37.21.6249996 E001.21.06.8559984
N043.37.21.5860008 E001.21.06.9149988
N043.37.21.5600016 E001.21.06.9860016
N043.37.21.5590008 E001.21.07.0689996
N043.37.21.5680008 E001.21.07.1259984
N043.37.21.5900004 E001.21.07.1830008
N043.37.21.6199992 E001.21.07.2249984
N043.37.21.6509988 E001.21.07.2529992
N043.37.21.6869988 E001.21.07.2659988
N043.37.21.7329996 E001.21.07.2749988
N043.37.21.7859988 E001.21.07.2730008
N043.37.22.9450008 E001.21.08.2850004
N043.37.22.9509984 E001.21.08.4539988
N043.37.23.3389992 E001.21.08.4300012
N043.37.23.3429988 E001.21.08.2890
N043.37.24.1600008 E001.21.08.2379988
N043.37.24.0769992 E001.21.05.4550008
N043.37.22.8730008 E001.21.05.5249992


COLOR_HardSurface3
N043.37.22.7690004 E001.21.01.9509984
N043.37.22.7709984 E001.21.02.0670012
N043.37.21.6770016 E001.21.03.2320008
N043.37.21.6220008 E001.21.03.2360004
N043.37.21.5709996 E001.21.03.2439996
N043.37.21.5209992 E001.21.03.2739984
N043.37.21.4809996 E001.21.03.3289992
N043.37.21.4550004 E001.21.03.3890004
N043.37.21.4460004 E001.21.03.4539984
N043.37.21.4479984 E001.21.03.5190
N043.37.21.4619988 E001.21.03.5740008
N043.37.21.4849992 E001.21.03.6249984
N043.37.21.5140008 E001.21.03.6600012
N043.37.21.5429988 E001.21.03.6849996
N043.37.21.5820012 E001.21.03.7010016
N043.37.21.6230016 E001.21.03.7050012
N043.37.21.6829992 E001.21.03.7040004
N043.37.22.8479988 E001.21.04.7919996
N043.37.22.8550008 E001.21.05.0979996
N043.37.24.0639996 E001.21.05.0289984
N043.37.23.9750004 E001.21.01.8969984
N043.37.22.7690004 E001.21.01.9509984


COLOR_HardSurface3
N043.37.22.7750016 E001.20.58.3839996
N043.37.21.5500008 E001.20.59.6799996
N043.37.21.5640012 E001.21.00.1199988
N043.37.22.7520012 E001.21.01.1829996
N043.37.22.7539992 E001.21.01.2920004
N043.37.23.9540016 E001.21.01.2189996
N043.37.23.8689984 E001.20.58.3230012
N043.37.22.7750016 E001.20.58.3839996


COLOR_HardSurface3
N043.37.22.6549992 E001.20.54.8300004
N043.37.21.4500 E001.20.56.1149988
N043.37.21.4590 E001.20.56.5339992
N043.37.22.6470 E001.20.57.6189996
N043.37.22.7110008 E001.20.57.7150008
N043.37.23.8479996 E001.20.57.6510
N043.37.23.7640008 E001.20.54.7670004
N043.37.22.6549992 E001.20.54.8300004


COLOR_HardSurface3
N043.37.21.8930016 E001.21.20.9480004
N043.37.21.7949988 E001.21.20.8339992
N043.37.21.6829992 E001.21.20.7270
N043.37.21.5690016 E001.21.20.6359992
N043.37.21.4380012 E001.21.20.5589988
N043.37.21.3160008 E001.21.20.5040016
N043.37.21.1919988 E001.21.20.4649992
N043.37.21.0519984 E001.21.20.4419988
N043.37.20.8869996 E001.21.20.4450012
N043.37.20.7260004 E001.21.20.4720012
N043.37.20.5669992 E001.21.20.5239996
N043.37.20.3959992 E001.21.20.6060004
N043.37.20.2440 E001.21.20.7159984
N043.37.20.0830008 E001.21.20.8670004
N043.37.19.9310016 E001.21.21.0189996
N043.37.19.3910016 E001.21.21.1839984
N043.37.18.4329984 E001.21.21.2389992
N043.37.18.4720008 E001.21.22.4010
N043.37.19.8819984 E001.21.22.3250004
N043.37.20.1240012 E001.21.22.3099992
N043.37.20.3300004 E001.21.22.3049988
N043.37.20.4830004 E001.21.22.3319988
N043.37.20.6500008 E001.21.22.4010
N043.37.20.7940008 E001.21.22.5020016
N043.37.20.9259984 E001.21.22.6379988
N043.37.21.0389988 E001.21.22.7959992
N043.37.21.1220004 E001.21.22.9579992
N043.37.21.1749996 E001.21.23.1009984
N043.37.22.6149996 E001.21.21.7929996
N043.37.21.8930016 E001.21.20.9480004


COLOR_HardSurface3
N043.37.17.0900004 E001.21.29.5250004
N043.37.17.1180012 E001.21.29.3140008
N043.37.14.9649996 E001.21.29.1830004
N043.37.14.8620 E001.21.29.2020012
N043.37.14.7659988 E001.21.29.2439988
N043.37.14.6880012 E001.21.29.2740012
N043.37.14.6020008 E001.21.29.2880016
N043.37.14.5490016 E001.21.29.2790016
N043.37.14.4999984 E001.21.29.2579992
N043.37.14.4930 E001.21.29.3249988
N043.37.14.4940008 E001.21.29.4030
N043.37.14.1719988 E001.21.29.3929992
N043.37.14.1120012 E001.21.30.9530016
N043.37.14.4210 E001.21.31.4160012
N043.37.14.9099988 E001.21.31.4359992
N043.37.14.9649996 E001.21.31.6040004
N043.37.15.8739996 E001.21.31.6649988
N043.37.15.8940012 E001.21.31.1910012
N043.37.16.6550016 E001.21.31.2170004
N043.37.17.0770008 E001.21.29.9360016
N043.37.17.0900004 E001.21.29.5250004


COLOR_HardSurface3
N043.37.16.8579984 E001.21.35.9820
N043.37.16.7300004 E001.21.35.9290008
N043.37.16.6550016 E001.21.35.8959996
N043.37.16.5569988 E001.21.35.8599996
N043.37.16.4489988 E001.21.35.8229988
N043.37.16.3020 E001.21.35.7729984
N043.37.16.1649984 E001.21.35.7310008
N043.37.16.0479984 E001.21.35.6979996
N043.37.15.9189996 E001.21.35.6649984
N043.37.15.7929996 E001.21.35.6330016
N043.37.15.5759988 E001.21.35.6000004
N043.37.15.3609996 E001.21.35.5590
N043.37.15.0930012 E001.21.35.5150008
N043.37.14.7100008 E001.21.35.4539988
N043.37.14.3940 E001.21.35.4099996
N043.37.14.1200004 E001.21.35.3700
N043.37.13.8939996 E001.21.35.3459988
N043.37.13.6480008 E001.21.35.3220012
N043.37.13.2420 E001.21.35.2929996
N043.37.10.9170012 E001.21.35.1299988
N043.37.09.4950012 E001.21.35.0300016
N043.37.07.5630 E001.21.34.9689996
N043.37.06.7029996 E001.21.34.9409988
N043.37.02.5780008 E001.21.35.6400
N043.37.02.5200012 E001.21.37.5149988
N043.37.02.8909992 E001.21.37.7579988
N043.37.02.8800012 E001.21.38.1819996
N043.37.03.4550004 E001.21.38.2190004
N043.37.03.4700016 E001.21.37.8069984
N043.37.03.7409988 E001.21.37.6700004
N043.37.04.0069992 E001.21.37.8460008
N043.37.03.9920016 E001.21.38.2610016
N043.37.04.5699996 E001.21.38.3010012
N043.37.04.5860016 E001.21.37.8839988
N043.37.04.9820016 E001.21.37.6809984
N043.37.05.0070 E001.21.37.1180016
N043.37.05.1499992 E001.21.37.2170016
N043.37.05.1369996 E001.21.37.6319988
N043.37.05.7169992 E001.21.37.6689996
N043.37.05.7299988 E001.21.37.2549996
N043.37.05.9300004 E001.21.37.1549988
N043.37.05.9130012 E001.21.37.7489988
N043.37.06.2960016 E001.21.38.0070
N043.37.06.2850 E001.21.38.4230016
N043.37.06.8599992 E001.21.38.4639984
N043.37.06.8760012 E001.21.38.0490012
N043.37.07.2779988 E001.21.37.8479988
N043.37.07.3089984 E001.21.37.0010016
N043.37.08.1300 E001.21.37.9109988
N043.37.08.1009984 E001.21.38.7669996
N043.37.08.7679992 E001.21.38.8170
N043.37.08.7930012 E001.21.37.9779984
N043.37.09.6669984 E001.21.37.1930004
N043.37.10.4390004 E001.21.38.0580012
N043.37.10.4350008 E001.21.38.9340
N043.37.11.1209988 E001.21.38.9810016
N043.37.11.1330012 E001.21.38.0990016
N043.37.11.9960004 E001.21.37.3500
N043.37.12.7880004 E001.21.38.2290012
N043.37.12.7560 E001.21.39.0859992
N043.37.13.4410008 E001.21.39.1340016
N043.37.13.4699988 E001.21.38.2839984
N043.37.14.3069988 E001.21.37.5230016
N043.37.15.1290012 E001.21.38.4670008
N043.37.15.1029984 E001.21.39.2850
N043.37.15.7789992 E001.21.39.3329988
N043.37.15.8120004 E001.21.38.4840
N043.37.16.9150008 E001.21.37.4850
N043.37.16.9740012 E001.21.36.0399996
N043.37.16.8579984 E001.21.35.9820


COLOR_HardSurface3
N043.37.16.7480004 E001.21.41.8389984
N043.37.15.7339992 E001.21.40.7099988
N043.37.15.7630008 E001.21.39.8469996
N043.37.15.0759984 E001.21.39.8030004
N043.37.15.0430008 E001.21.40.6620
N043.37.13.9550016 E001.21.41.6300004
N043.37.13.3849992 E001.21.40.9939992
N043.37.13.4109984 E001.21.40.2289992
N043.37.12.7239996 E001.21.40.1760
N043.37.12.6940008 E001.21.40.9460004
N043.37.11.8359984 E001.21.41.7080016
N043.37.11.0449992 E001.21.40.8300012
N043.37.11.0660016 E001.21.40.2350004
N043.37.10.9830 E001.21.40.0500
N043.37.10.3850004 E001.21.40.0050
N043.37.10.3580004 E001.21.40.7769984
N043.37.09.4980 E001.21.41.5440
N043.37.08.7080016 E001.21.40.6550016
N043.37.08.7369996 E001.21.39.8790
N043.37.08.0400 E001.21.39.8170008
N043.37.08.0180004 E001.21.40.6190016
N043.37.07.1450004 E001.21.41.3830008
N043.37.07.1699988 E001.21.40.6270008
N043.37.06.7860012 E001.21.40.3729992
N043.37.06.8019996 E001.21.39.9579984
N043.37.06.2249988 E001.21.39.9150
N043.37.06.2090004 E001.21.40.3319988
N043.37.05.8090008 E001.21.40.5330012
N043.37.05.7889992 E001.21.41.1220008
N043.37.05.5899984 E001.21.40.9860
N043.37.05.6020008 E001.21.40.5720
N043.37.05.0250 E001.21.40.5339984
N043.37.05.0090016 E001.21.40.9479984
N043.37.04.8550008 E001.21.41.0289984
N043.37.04.8799992 E001.21.40.4660016
N043.37.04.5000012 E001.21.40.2099984
N043.37.04.5130008 E001.21.39.7940004
N043.37.03.9370008 E001.21.39.7490004
N043.37.03.9209988 E001.21.40.1649984
N043.37.03.6440004 E001.21.40.3059996
N043.37.03.3809988 E001.21.40.1299992
N043.37.03.3960 E001.21.39.7119996
N043.37.02.8200 E001.21.39.6699984
N043.37.02.7969996 E001.21.40.0889988
N043.37.02.4250008 E001.21.40.2789996
N043.37.02.3390004 E001.21.42.6589992
N043.37.05.9379996 E001.21.42.9189984
N043.37.08.1559992 E001.21.43.0819992
N043.37.10.5189996 E001.21.43.2529992
N043.37.11.3660004 E001.21.43.3090008
N043.37.12.0659988 E001.21.43.3620
N043.37.12.9470016 E001.21.43.4260008
N043.37.13.6369992 E001.21.43.4720016
N043.37.14.0779992 E001.21.43.5030012
N043.37.14.6719992 E001.21.43.5070008
N043.37.15.0099996 E001.21.43.5080016
N043.37.15.2919984 E001.21.43.5060
N043.37.15.4610004 E001.21.43.4990016
N043.37.15.6069984 E001.21.43.4900016
N043.37.15.8120004 E001.21.43.4700
N043.37.16.0330008 E001.21.43.4440008
N043.37.16.2519996 E001.21.43.4090016
N043.37.16.4060004 E001.21.43.3800
N043.37.16.5140004 E001.21.43.3509984
N043.37.16.5920016 E001.21.43.3260
N043.37.16.6919988 E001.21.43.2879984
N043.37.16.7480004 E001.21.41.8389984


COLOR_HardSurface3
N043.36.59.9119992 E001.21.43.2060012
N043.36.59.1959988 E001.21.43.1660016
N043.36.59.1829992 E001.21.42.2409996
N043.36.58.9700016 E001.21.42.2240004
N043.36.59.0439996 E001.21.40.1690016
N043.36.59.5239984 E001.21.40.1919984
N043.36.59.7170016 E001.21.34.6349988
N043.36.58.8480012 E001.21.34.5560004
N043.36.58.8759984 E001.21.34.3450008
N043.36.58.1860008 E001.21.34.2810
N043.36.58.1780016 E001.21.34.5070008
N043.36.57.6190008 E001.21.34.4729988
N043.36.57.2760 E001.21.44.1339984
N043.36.59.1009984 E001.21.44.2280016
N043.36.59.6350008 E001.21.44.2069992
N043.36.59.7970008 E001.21.44.1569988
N043.36.59.9119992 E001.21.43.2060012


COLOR_HardSurface3
N043.37.01.0689996 E001.21.48.5790012
N043.37.01.5980016 E001.21.48.2410008
N043.37.01.644997255356 E001.21.46.74907323262224
N043.37.01.6439988 E001.21.46.7489988
N043.36.59.4190008 E001.21.46.6020
N043.36.56.5970004 E001.21.46.4150016
N043.36.55.3569984 E001.21.46.3359996
N043.36.55.5329988 E001.21.41.7539988
N043.36.55.7020008 E001.21.37.4490
N043.36.55.7650008 E001.21.35.7429996
N043.36.55.8190008 E001.21.34.3350
N043.36.54.6630012 E001.21.34.2690012
N043.36.54.2210004 E001.21.34.6029984
N043.36.53.8890012 E001.21.34.4530008
N043.36.53.6820012 E001.21.35.2500012
N043.36.54.0280008 E001.21.35.4060
N043.36.54.3880008 E001.21.36.4650012
N043.36.54.0540 E001.21.36.9110016
N043.36.53.6990004 E001.21.36.8870004
N043.36.53.6709996 E001.21.37.7349984
N043.36.54.0200016 E001.21.37.7550
N043.36.54.3250008 E001.21.38.2510008
N043.36.53.8859988 E001.21.38.2389984
N043.36.53.8909992 E001.21.41.8449996
N043.36.54.1969992 E001.21.41.8799988
N043.36.53.8679988 E001.21.42.5630016
N043.36.53.4999996 E001.21.42.5430
N043.36.53.4710016 E001.21.43.3910016
N043.36.53.8340004 E001.21.43.4160
N043.36.53.7919992 E001.21.44.5680
N043.36.53.4279996 E001.21.44.5430016
N043.36.53.3990016 E001.21.45.3939984
N043.36.53.7609996 E001.21.45.4160016
N043.36.54.0339984 E001.21.46.1499984
N043.36.54.5590008 E001.21.46.1829996
N043.36.54.1749996 E001.21.46.7750016
N043.36.54.3639996 E001.21.47.5570008
N043.36.54.1220004 E001.21.47.9319984
N043.36.54.5829984 E001.21.48.4940016
N043.36.54.8250012 E001.21.48.1190004
N043.36.55.4100012 E001.21.48.2860008
N043.36.55.6880004 E001.21.47.8620
N043.36.56.2280004 E001.21.48.2810004
N043.36.56.2110012 E001.21.48.8040012
N043.36.56.8260 E001.21.48.8319984
N043.36.56.8419984 E001.21.48.3180012
N043.36.57.2460012 E001.21.48.0650004
N043.36.57.6370008 E001.21.48.3660
N043.36.57.6230004 E001.21.48.8599992
N043.36.58.2339996 E001.21.48.9039984
N043.36.58.2500016 E001.21.48.4049988
N043.36.58.6569996 E001.21.48.1489992
N043.36.59.0450004 E001.21.48.4520004
N043.36.59.0289984 E001.21.49.0079988
N043.36.59.6430 E001.21.49.0569984
N043.36.59.6630016 E001.21.48.4920
N043.37.00.0720012 E001.21.48.2360004
N043.37.00.4559988 E001.21.48.5370
N043.37.00.4389996 E001.21.49.0550004
N043.37.00.8820012 E001.21.49.0830012
N043.37.01.0620012 E001.21.48.8630016
N043.37.01.0689996 E001.21.48.5790012

COLOR_HardSurface3
N043.37.01.656137174232 E001.21.46.74990368875248
N043.37.01.6449996 E001.21.46.7489988
