N045.51.10.0130004 E001.10.22.0239984 03

N045.52.11.7159996 E001.11.20.0230008 21

N045.51.17.8869996 E001.10.22.8439992 S

N045.51.31.9600008 E001.10.30.4790016 H

N045.51.38.6700012 E001.10.39.3060 G

N045.51.42.0030 E001.10.44.5900008 C

N045.51.45.0399996 E001.10.43.6569996 N

N045.51.43.6590 E001.10.43.7779992 N1

N045.51.39.5100 E001.10.41.4869988 G1

N045.51.35.9460 E001.10.38.0499996 G2

N045.51.35.6090004 E001.10.34.2810012 G3

N045.51.33.2330004 E001.10.35.4020016 S1
